Age_[ka],Sea_level_[m]
31507.00,-11.32
31509.00,-0.91
31512.00,2.09
31515.00,7.55
31518.00,-2.99
31521.00,4.32
31524.00,2.39
31527.00,-4.45
31530.00,15.16
31533.00,-7.07
31536.00,-9.61
31539.00,-10.30
31542.00,-17.76
31545.00,-2.46
31548.00,10.39
31551.00,4.77
31554.00,9.62
31557.00,-4.61
31559.00,-8.36
31562.00,5.72
31565.00,-3.59
31568.00,9.26
31571.00,-7.44
31574.00,1.72
31577.00,5.95
31580.00,-5.21
31583.00,-7.13
31586.00,-8.44
31589.00,-4.21
31592.00,2.48
31595.00,-8.67
31598.00,5.40
31601.00,-6.97
31604.00,-16.24
31607.00,-19.98
31609.00,-4.62
31612.00,-9.59
31615.00,-10.25
31618.00,-9.67
31621.00,-8.48
31624.00,-13.45
31627.00,-4.26
31630.00,-8.61
31633.00,-1.27
31638.00,-8.11
31642.00,-22.94
31647.00,-21.16
31652.00,-26.16
31656.00,-12.67
31661.00,-20.13
31666.00,-24.51
31670.00,-22.72
31675.00,-11.71
31680.00,-8.71
31684.00,-8.77
31689.00,-5.14
31694.00,-5.83
31698.00,1.50
31703.00,-9.01
31706.00,-10.88
31710.00,-9.67
31713.00,-4.15
31717.00,6.90
31720.00,-6.05
31724.00,-10.38
31727.00,-4.24
31731.00,-6.73
31734.00,-4.90
31738.00,-1.85
31741.00,-7.41
31745.00,-15.44
31748.00,-0.07
31752.00,-1.94
31755.00,-9.96
31759.00,-14.30
31762.00,-10.62
31766.00,-8.80
31769.00,-11.29
31771.00,-2.07
31773.00,-7.62
31773.00,-7.62
31776.00,-19.95
31777.00,-11.95
31780.00,-1.51
31783.00,-8.61
31786.00,0.30
31787.00,-17.56
31788.00,2.75
31790.00,-18.81
31794.00,-22.52
31797.00,-27.47
31801.00,-13.95
31804.00,-9.63
31808.00,-9.63
31811.00,-7.78
31815.00,-9.62
31818.00,-3.46
31822.00,-13.30
31825.00,-2.22
31829.00,-0.37
31832.00,11.33
31836.00,0.25
31839.00,-10.82
31842.00,-12.05
31845.00,-13.89
31848.00,-2.81
31851.00,-13.27
31854.00,-12.03
31858.00,2.13
31861.00,21.21
31864.00,-5.86
31867.00,-0.94
31870.00,1.53
31873.00,0.30
31876.00,-7.69
31880.00,-1.54
31883.00,-18.76
31886.00,-14.45
31889.00,-17.52
31892.00,-26.14
31895.00,-22.44
31902.00,-4.57
31905.00,1.00
31908.00,-0.20
31910.00,-0.18
31913.00,-5.68
31915.00,-11.20
31918.00,-24.71
31920.00,-16.07
31923.00,-17.89
31925.00,-9.87
31928.00,-13.53
31931.00,-5.50
31933.00,-10.40
31936.00,-0.52
31938.00,-9.12
31941.00,-2.32
31943.00,0.78
31946.00,6.97
31949.00,0.23
31953.00,0.27
31956.00,-8.93
31960.00,-3.97
31964.00,-15.00
31967.00,-0.20
31968.00,-6.96
31971.00,5.99
31972.00,-6.30
31974.00,-5.67
31977.00,-5.64
31978.00,-0.70
31982.00,9.18
31990.00,3.11
31994.00,-1.15
31998.00,-4.19
32002.00,-1.06
32006.00,-11.46
32010.00,-12.01
32014.00,-3.95
32018.00,7.80
32022.00,-1.37
32026.00,2.39
32030.00,-1.24
32034.00,11.74
32038.00,-0.50
32042.00,6.95
32047.00,12.56
32051.00,10.78
32055.00,12.69
32059.00,-0.79
32063.00,7.27
32067.00,-8.05
32071.00,9.24
32075.00,17.30
32079.00,12.44
32084.00,1.44
32088.00,8.89
32092.00,-8.28
32097.00,4.72
32100.00,-4.46
32101.00,-0.14
32105.00,2.39
32110.00,-4.29
32114.00,0.70
32118.00,-8.47
32123.00,-10.23
32127.00,-4.62
32131.00,-10.10
32136.00,5.37
32140.00,13.44
32144.00,7.35
32148.00,-7.96
32152.00,-9.13
32156.00,8.17
32160.00,-12.69
32165.00,-0.91
32169.00,-5.15
32173.00,-0.77
32177.00,4.22
32181.00,6.13
32185.00,-3.03
32189.00,21.03
32192.00,10.62
32194.00,16.81
32197.00,12.55
32200.00,16.29
32203.00,1.57
32206.00,-5.15
32208.00,-2.66
32211.00,16.47
32215.00,2.37
32219.00,4.90
32223.00,-4.89
32227.00,7.48
32231.00,1.39
32235.00,2.68
32238.00,-10.81
32245.00,-26.08
32249.00,-16.79
32253.00,-7.50
32261.00,0.01
32266.00,6.86
32270.00,-15.85
32273.00,5.73
32277.00,-9.59
32281.00,-8.91
32285.00,-5.77
32289.00,-15.56
32293.00,-5.03
32298.00,-14.80
32302.00,-5.52
32306.00,10.52
32310.00,16.72
32314.00,3.84
32319.00,13.73
32324.00,-21.91
32328.00,2.75
32331.00,-7.06
32335.00,-6.41
32339.00,-7.60
32343.00,3.52
32346.00,-5.06
32350.00,-8.71
32354.00,-24.06
32357.00,-12.95
32360.00,-14.76
32364.00,-9.80
32367.00,-6.69
32371.00,-12.80
32374.00,-9.08
32378.00,-7.81
32381.00,-24.39
32385.00,2.11
32388.00,-8.32
32390.00,-13.84
32393.00,-10.73
32394.00,-19.95
32395.00,-18.71
32397.00,-16.23
32399.00,-8.21
32402.00,-10.66
32404.00,1.03
32406.00,2.27
32408.00,-8.20
32411.00,-6.35
32413.00,-13.12
32415.00,-13.12
32417.00,-1.43
32420.00,-8.81
32422.00,-6.97
32424.00,-9.43
32426.00,-1.43
32429.00,2.88
32431.00,-11.89
32434.00,-4.50
32435.00,-14.97
32436.00,-9.43
32438.00,-24.81
32440.00,-1.43
32443.00,-3.89
32445.00,-8.20
32447.00,-7.58
32449.00,-6.97
32452.00,-11.89
32454.00,-9.43
32456.00,-12.50
32458.00,-13.73
32461.00,-16.20
32463.00,-10.04
32467.00,3.50
32470.00,1.96
32472.00,-2.66
32474.00,-3.27
32476.00,-13.73
32479.00,-13.12
32481.00,-11.27
32485.00,-21.73
32489.00,-6.97
32490.00,-9.43
32494.00,-14.97
32498.00,-1.43
32500.00,-0.20
32502.00,-2.68
32506.00,11.43
32507.00,-12.59
32511.00,-0.94
32514.00,-15.13
32516.00,-17.61
32518.00,-7.18
32522.00,-5.68
32526.00,-23.27
32530.00,-15.31
32534.00,-14.13
32538.00,-14.79
32542.00,-15.45
32545.00,-14.26
32549.00,-15.54
32553.00,1.65
32557.00,3.45
32561.00,-9.52
32565.00,-7.72
32569.00,0.23
32573.00,0.18
32577.00,-10.94
32580.00,-7.90
32584.00,-4.87
32588.00,-6.76
32592.00,-10.50
32596.00,-3.16
32600.00,-6.90
32604.00,10.88
32607.00,-3.32
32610.00,-15.07
32614.00,-13.29
32616.00,-9.63
32620.00,-9.70
32623.00,-4.82
32626.00,-16.57
32630.00,-6.79
32633.00,-13.61
32636.00,-11.81
32640.00,-6.96
32643.00,-13.16
32646.00,-8.29
32650.00,-22.51
32653.00,-25.02
32657.00,-23.86
32662.00,-6.71
32666.00,-14.78
32671.00,-20.40
32675.00,-19.85
32680.00,-5.17
32684.00,-5.85
32688.00,-20.07
32691.00,-2.89
32695.00,-14.65
32699.00,-20.87
32702.00,-12.30
32706.00,6.71
32710.00,-5.66
32714.00,4.74
32722.00,-18.15
32730.00,-27.51
32734.00,-26.95
32738.00,-28.86
32742.00,-22.15
32746.00,-8.68
32750.00,-15.51
32755.00,-20.51
32759.00,-10.11
32763.00,-32.33
32767.00,-18.85
32771.00,-14.60
32775.00,-20.82
32779.00,-20.27
32783.00,-18.48
32787.00,-16.70
32792.00,-13.08
32796.00,-18.68
32800.00,-28.59
32808.00,-24.96
32812.00,-18.84
32816.00,-14.56
32825.00,-7.25
32829.00,-7.28
32835.00,-14.09
32841.00,-22.76
32847.00,-27.11
32852.00,-9.30
32858.00,-13.04
32864.00,-9.86
32867.00,-0.19
32869.00,-16.82
32873.00,-13.77
32874.00,-10.09
32878.00,-21.81
32882.00,-28.00
32886.00,-27.41
32891.00,-28.07
32895.00,-18.25
32899.00,-18.28
32903.00,-22.60
32908.00,-16.44
32912.00,-10.91
32915.00,-13.37
32923.00,-15.21
32927.00,-16.44
32931.00,-20.14
32934.00,-13.98
32938.00,-16.44
32942.00,-9.06
32946.00,-2.29
32948.00,0.79
32954.00,-1.68
32960.00,-9.68
32966.00,0.17
32972.00,-13.37
32978.00,-9.06
32984.00,-4.75
32990.00,-5.98
32994.00,-26.29
32998.00,-15.21
33002.00,-22.59
33006.00,-11.50
33010.00,-16.41
33014.00,-8.39
33019.00,-10.22
33023.00,-1.59
33027.00,-5.88
33031.00,-16.94
33035.00,-13.85
33039.00,-7.06
33044.00,-6.43
33050.00,0.98
33055.00,-0.85
33061.00,-3.90
33066.00,-5.73
33071.00,-8.17
33077.00,-14.30
33082.00,-9.36
33088.00,-13.64
33093.00,-24.08
33098.00,-16.06
33102.00,-7.43
33107.00,-16.00
33112.00,-7.96
33116.00,-21.47
33121.00,-10.97
33125.00,-20.79
33130.00,-25.05
33135.00,-20.09
33139.00,-23.45
33144.00,-7.10
33149.00,-16.29
33153.00,-8.88
33158.00,-6.99
33162.00,-22.35
33167.00,-19.23
33171.00,-22.28
33176.00,-12.39
33180.00,-19.74
33185.00,-9.24
33195.00,-18.40
33204.00,-19.56
33214.00,-25.02
33224.00,-20.63
33230.00,-26.13
33237.00,-30.99
33243.00,-24.18
33250.00,-27.82
33256.00,-19.77
33263.00,-15.41
33269.00,-11.05
33275.00,-26.39
33281.00,-27.58
33287.00,-20.14
33293.00,-25.64
33295.00,-20.08
33299.00,-20.67
33305.00,-10.76
33309.00,-12.55
33313.00,-13.74
33317.00,-24.15
33321.00,-24.72
33325.00,-22.21
33332.00,-14.75
33336.00,-12.86
33340.00,-26.96
33344.00,-21.99
33345.00,-25.67
33348.00,-22.56
33349.00,-29.32
33351.00,-26.22
33353.00,-19.43
33355.00,-15.71
33357.00,-21.23
33359.00,-9.51
33361.00,-19.95
33364.00,-27.30
33368.00,-22.95
33372.00,-18.59
33376.00,-3.78
33380.00,-11.73
33385.00,-25.21
33389.00,-12.55
33393.00,-18.35
33397.00,-28.76
33402.00,-18.23
33406.00,-15.69
33410.00,-14.38
33412.00,-20.49
33414.00,-10.61
33419.00,-4.97
33423.00,-12.28
33428.00,-7.88
33433.00,-23.16
33437.00,-25.55
33442.00,-16.84
33447.00,-14.89
33450.00,-16.06
33453.00,-17.24
33456.00,-17.79
33459.00,-32.51
33463.00,-20.12
33466.00,-34.22
33469.00,-27.70
33472.00,-16.87
33475.00,-34.66
33479.00,-29.04
33484.00,-25.25
33488.00,-24.56
33493.00,-13.38
33496.00,-20.10
33499.00,-21.88
33502.00,-29.81
33506.00,-28.79
33509.00,-33.32
33512.00,-25.25
33515.00,-25.78
33518.00,-39.24
33522.00,-31.76
33525.00,-21.22
33528.00,-35.91
33531.00,-24.14
33534.00,-22.22
33538.00,-18.11
33541.00,-19.57
33545.00,-33.62
33549.00,-30.44
33552.00,-19.29
33556.00,-22.26
33560.00,-24.01
33563.00,-20.85
33567.00,-26.29
33574.00,-12.57
33578.00,-22.31
33582.00,-14.82
33585.00,-25.20
33589.00,-30.64
33593.00,-21.31
33596.00,-31.69
33600.00,-30.36
33604.00,-16.70
33607.00,-21.54
33611.00,-25.12
33615.00,-28.08
33618.00,-26.77
33622.00,-19.27
33626.00,-17.31
33630.00,-15.35
33633.00,-23.88
33641.00,-25.50
33644.00,-14.95
33648.00,-20.99
33652.00,-14.11
33659.00,5.17
33663.00,6.51
33668.00,-3.81
33672.00,0.62
33676.00,9.96
33681.00,11.33
33685.00,8.37
33689.00,7.87
33694.00,13.55
33698.00,11.82
33702.00,24.84
33703.00,29.17
33706.00,23.69
33710.00,24.39
33714.00,17.09
33718.00,15.32
33722.00,20.33
33725.00,30.24
33729.00,22.93
33733.00,27.33
33737.00,22.48
33741.00,23.80
33745.00,38.03
33748.00,28.87
33752.00,36.33
33756.00,30.26
33760.00,14.35
33767.00,23.11
33769.00,25.61
33773.00,30.61
33775.00,20.19
33780.00,13.94
33786.00,24.11
33787.00,8.13
33791.00,24.83
33794.00,18.74
33800.00,25.63
33807.00,10.91
33811.00,17.71
33814.00,31.88
33821.00,33.77
33827.00,19.65
33833.00,22.77
33841.00,25.28
33843.00,25.91
33846.00,14.85
33852.00,22.89
33858.00,37.09
33866.00,14.98
33874.00,26.11
33884.00,31.72
33895.00,25.02
33905.00,30.58
33915.00,36.09
33928.00,50.82
33946.00,44.62
34174.00,53.56
34222.00,25.39
34250.00,17.42
34295.00,63.63
34316.00,48.50
34324.00,42.93
34398.00,53.11
34429.00,47.22
34509.00,46.27
34531.00,55.80
34572.00,49.68
34608.00,41.26
34749.00,33.53
34765.00,52.16
34784.00,41.89
34967.00,49.11
34985.00,44.63
35112.00,43.93
35177.00,46.83
35296.00,43.68
35324.00,46.89
35343.00,41.10
35375.00,45.68
35411.00,47.63
35454.00,41.21
35863.00,27.49
36051.00,42.73
36138.00,32.63
36225.00,28.79
36340.00,24.50
36399.00,23.12
36692.00,22.40
36813.00,21.78
37035.00,23.00
37091.00,17.10
37277.00,32.56
37485.00,17.79
37558.00,34.68
37630.00,29.35
37738.00,26.64
37971.00,25.25
38092.00,21.22
38212.00,34.69
38329.00,36.73
38337.00,34.13
38437.00,42.96
38445.00,19.72
38460.00,26.76
38513.00,10.92
38576.00,39.47
38636.00,35.93
38689.00,31.41
38736.00,40.16
38790.00,30.14
38791.00,22.73
38860.00,40.56
39010.00,32.53
39107.00,30.22
39109.00,38.81
39138.00,24.36
39242.00,38.10
39280.00,38.99
39285.00,36.48
39315.00,33.16
39368.00,41.98
39425.00,44.55
39597.00,36.86
39659.00,36.69
39726.00,26.15
39782.00,44.69
39854.00,57.30
40279.00,56.37
40324.00,49.97
40366.00,64.57
40403.00,49.63
40432.00,59.06
40525.00,27.13
40589.00,18.91
40714.00,16.19
40718.00,16.03
40757.00,8.93
40792.00,12.45
40813.00,-1.10
40813.00,5.05
40833.00,0.90
40854.00,12.10
40855.00,12.08
40886.00,35.97
40887.00,23.64
40912.00,23.97
40944.00,20.93
40993.00,25.30
41035.00,17.90
41065.00,16.56
41085.00,26.74
41106.00,20.98
41125.00,25.11
41146.00,14.53
41168.00,13.19
41187.00,33.33
41206.00,24.55
41207.00,25.19
41226.00,18.27
41262.00,38.23
41281.00,25.77
41283.00,12.90
41304.00,24.47
41322.00,30.95
41323.00,30.96
41341.00,23.90
41344.00,27.65
41363.00,34.76
41364.00,34.17
41410.75,16.99
41441.69,17.63
41472.64,28.93
41503.58,27.24
41534.53,31.24
41565.47,28.50
41596.42,31.38
41627.36,24.48
41658.31,30.85
41689.25,27.62
41720.20,39.89
41782.08,30.59
41813.03,33.02
41843.97,35.45
41874.92,31.85
41905.86,34.17
41936.81,37.87
41967.75,37.50
41998.70,33.99
42029.64,36.94
42060.59,20.01
42091.53,25.76
42122.48,35.96
42184.36,37.66
42215.31,35.43
42246.25,43.21
42277.20,42.17
42308.14,36.61
42431.92,30.98
42462.87,33.62
42493.81,44.15
42521.66,44.63
42548.74,43.09
42602.89,32.65
42604.20,47.25
42655.95,22.69
42657.04,48.65
42707.70,32.66
42781.59,26.78
42808.66,19.94
42835.74,17.56
42862.82,19.46
42889.89,19.48
42916.97,12.99
42938.63,29.85
42965.70,27.21
42992.78,36.89
43019.86,33.55
43046.93,33.45
43074.01,45.00
43101.08,29.43
43128.16,29.98
43155.23,29.38
43182.31,36.15
43209.39,30.43
43236.46,39.96
43263.54,35.15
43290.61,32.41
43317.69,26.64
43344.77,23.51
43371.84,22.99
43398.92,42.78
43425.99,33.62
43453.07,26.67
43480.14,36.11
43507.22,33.35
43534.30,11.59
43561.37,19.22
43588.45,30.28
43615.52,21.21
43642.60,33.72
43669.68,34.68
43696.75,32.56
43723.83,21.56
43750.90,32.61
43777.98,39.37
43805.05,26.78
43832.13,39.25
43859.21,31.40
43886.28,41.03
43913.36,29.43
43940.43,43.59
43967.51,35.39
43994.58,40.66
44008.98,36.72
44020.20,43.69
44031.42,36.56
44042.64,31.51
44053.87,35.81
44065.09,46.07
44087.53,24.53
44098.75,36.69
44109.98,33.83
44121.20,41.58
44132.42,30.56
44143.64,29.34
44154.86,28.86
44166.08,24.19
44177.31,29.01
44188.53,24.45
44199.75,31.62
44210.97,23.92
44222.19,35.05
44233.42,50.27
44244.64,29.86
44255.86,31.18
44267.08,24.05
44289.53,33.13
44289.53,39.19
44300.75,24.66
44311.97,23.65
44323.19,27.06
44334.41,31.63
44345.64,23.81
44356.86,32.66
44368.08,14.35
44379.30,26.91
44390.52,31.10
44401.75,8.61
44412.97,32.69
44424.19,24.71
44446.63,54.03
44457.86,20.12
44469.08,26.73
44469.08,35.02
44480.30,31.21
44491.52,46.82
44491.52,40.95
44502.74,36.89
44513.97,31.55
44525.19,32.90
44536.41,26.17
44547.63,35.67
44558.85,37.42
44570.07,43.68
44581.30,44.97
44592.52,40.40
44603.74,38.35
44614.96,32.69
44626.18,43.98
44637.41,33.60
44648.63,35.43
44671.07,38.59
44682.29,33.55
44693.52,30.66
44704.74,42.95
44715.96,41.78
44727.18,42.46
44738.40,30.71
44749.63,48.74
44760.85,31.35
44772.07,43.00
44772.07,22.61
44783.29,27.06
44794.51,34.54
44805.74,40.60
44829.69,33.70
44843.42,26.79
44857.16,33.01
44870.90,54.15
44884.63,24.92
44898.37,34.47
44912.10,27.84
44925.84,32.50
44939.58,33.16
44953.31,35.22
44967.05,30.46
44980.79,48.46
44994.52,27.16
45008.26,48.95
45021.99,33.08
45049.47,23.00
45063.20,41.75
45063.20,33.93
45076.94,22.16
45090.67,39.81
45090.67,34.84
45104.41,36.21
45118.15,25.82
45118.15,43.86
45131.88,35.36
45131.88,48.43
45145.62,41.64
45145.62,36.89
45173.09,45.76
45173.09,48.41
45186.83,44.38
45186.83,44.52
45214.30,39.14
45214.30,51.84
45228.04,41.72
45241.77,34.55
45255.51,47.33
45269.24,38.37
45282.98,44.33
45296.72,32.07
45305.51,21.35
45349.92,26.43
45376.57,19.55
45394.34,22.29
45412.10,30.93
45420.98,18.90
45429.87,22.45
45438.75,23.36
45447.63,23.51
45456.51,24.51
45465.40,23.28
45474.28,28.48
45483.16,25.92
45492.04,28.97
45497.04,23.13
45502.04,27.27
45507.04,26.96
45512.03,34.45
45517.03,32.30
45522.03,29.31
45527.03,36.14
45532.02,30.60
45537.02,34.28
45542.02,32.06
45547.01,45.82
45552.01,34.21
45557.01,31.41
45562.01,26.09
45567.00,28.48
45572.00,31.78
45578.88,24.08
45585.76,31.62
45592.64,32.54
45599.52,27.78
45606.40,32.21
45613.28,32.85
45627.04,24.00
45633.92,34.17
45640.80,35.46
45647.68,31.69
45654.56,29.05
45661.44,34.27
45668.32,34.74
45675.20,32.51
45682.08,33.58
45688.96,27.07
45695.84,29.99
45702.72,41.01
45709.60,25.12
45716.48,32.57
45723.36,32.25
45730.24,35.60
45737.12,37.28
45744.00,32.82
45750.88,33.30
45757.76,31.36
45764.64,31.72
45771.52,41.37
45778.40,32.58
45785.28,30.98
45792.16,37.44
45799.04,31.12
45805.92,32.22
45812.80,37.58
45819.68,38.86
45826.56,36.97
45833.44,33.96
45840.32,29.38
45847.21,33.79
45854.09,46.92
45860.97,33.79
45867.85,61.82
45874.73,43.03
45881.61,37.88
45888.49,49.39
45902.25,32.38
45909.13,35.90
45922.89,34.72
45964.17,28.81
45971.05,39.77
45971.05,30.99
45977.93,51.64
45984.81,37.71
45991.69,38.15
45998.57,35.70
46005.45,35.62
46012.33,30.02
46019.21,42.27
46026.09,34.61
46032.97,40.18
46039.85,33.91
46046.73,31.07
46053.61,25.71
46060.49,24.37
46067.37,30.61
46074.25,27.06
46081.13,27.73
46088.01,24.20
46094.89,30.30
46101.77,25.90
46108.65,29.76
46115.53,30.88
46122.41,43.83
46136.17,33.19
46149.93,32.81
46156.81,30.40
46163.69,31.73
46170.57,28.68
46177.45,34.66
46184.33,25.86
46191.21,40.14
46198.09,34.76
46204.97,36.19
46211.85,25.63
46218.73,36.30
46225.61,33.51
46239.37,37.39
46246.25,36.67
46253.13,35.62
46260.01,37.90
46266.89,33.55
46273.77,34.94
46280.65,37.23
46287.53,43.67
46294.41,36.63
46301.29,37.69
46308.17,41.92
46315.05,35.77
46321.93,39.48
46328.81,41.66
46335.69,37.00
46342.57,40.15
46349.45,38.03
46356.33,34.54
46363.21,37.63
46370.09,23.20
46376.97,41.14
46383.85,40.01
46390.73,36.10
46397.74,37.61
46404.75,44.30
46411.76,31.45
46418.77,39.10
46425.78,36.98
46432.79,41.79
46439.80,32.36
46446.81,38.35
46460.83,44.73
46467.84,44.11
46474.85,43.60
46495.88,38.99
46509.90,39.24
46516.91,37.35
46523.92,37.79
46530.93,47.56
46537.94,29.21
46544.95,26.09
46551.96,43.56
46558.97,39.36
46565.98,43.46
46572.99,40.61
46580.00,34.29
46587.01,29.37
46594.02,38.55
46601.03,23.90
46608.04,35.72
46615.05,22.70
46622.06,43.69
46629.07,42.14
46636.08,44.21
46643.09,47.03
46650.10,51.83
46657.11,30.34
46662.37,55.19
46671.13,37.77
46678.14,45.77
46685.15,32.11
46692.16,46.70
46699.17,25.60
46706.18,36.39
46711.44,37.68
46713.19,40.48
46723.71,52.64
46730.72,64.03
46734.22,43.41
46735.98,51.23
46741.23,77.64
46741.23,65.91
46749.53,66.84
46755.75,81.66
46757.82,34.17
46766.12,40.03
46774.41,44.24
46782.71,39.86
46791.00,46.90
46807.59,24.77
46815.88,37.39
46832.47,28.84
46840.77,32.70
46857.35,17.55
46873.94,27.59
46890.53,17.94
46923.71,21.99
46932.00,29.07
46940.30,34.10
46948.59,54.08
46956.89,44.07
46965.18,46.71
46973.47,33.23
46981.77,25.46
46990.06,30.19
46998.36,20.92
47006.65,38.02
47014.95,36.48
47023.24,36.15
47031.53,31.66
47039.83,47.34
47050.20,47.20
47056.42,35.79
47064.71,43.37
47073.01,33.29
47079.43,39.68
47081.30,44.62
47097.89,38.09
47098.72,47.43
47110.33,45.14
47116.55,56.46
47151.80,39.11
47180.83,62.41
47222.30,54.27
47243.04,50.76
47252.12,44.55
47261.19,56.24
47272.09,38.21
47279.35,50.39
47290.24,36.10
47297.50,44.81
47308.40,46.02
47315.66,50.80
47326.55,41.77
47333.82,44.76
47344.71,39.09
47351.97,35.82
47362.86,33.70
47370.13,34.21
47381.02,32.47
47388.28,30.93
47399.17,40.43
47406.44,42.02
47417.33,35.12
47424.59,29.09
47435.48,31.11
47442.75,26.04
47451.82,50.82
47460.90,40.63
47471.80,41.97
47479.06,21.20
47489.95,41.71
47497.21,29.98
47508.11,51.81
47526.26,46.46
47551.68,54.03
47562.57,37.66
47569.83,34.46
47580.73,41.62
47587.99,50.92
47598.88,46.03
47606.14,37.30
47617.04,39.48
47624.30,42.10
47635.19,47.14
47642.46,38.87
47653.35,39.84
47660.61,28.04
47671.42,69.46
47678.63,38.64
47689.44,55.39
47696.65,43.65
47707.46,53.84
47714.67,41.53
47725.49,37.55
47732.69,38.14
47750.71,38.56
47761.53,37.74
47768.74,37.25
47779.55,43.38
47786.76,34.01
47797.57,38.82
47804.78,37.77
47815.59,33.62
47833.61,40.97
47840.82,41.56
47851.63,50.26
47858.84,46.70
47869.65,40.01
47876.86,46.52
47887.67,78.80
47912.90,5.05
47923.72,40.67
47930.92,42.01
47941.74,43.01
47968.67,57.01
48073.86,56.51
48087.01,50.73
48106.73,59.95
48113.31,65.59
48119.88,63.45
48133.03,61.21
48139.61,54.10
48152.75,47.45
48159.33,53.85
48172.48,52.13
48179.05,52.84
48185.63,49.34
48205.35,62.44
48211.93,88.55
48218.50,48.89
48225.07,60.05
48231.65,51.06
48238.22,58.54
48244.80,61.48
48251.37,60.76
48257.95,61.41
48264.52,62.62
48271.10,68.85
48272.74,88.64
48277.67,73.03
48282.60,73.26
48289.18,88.77
48297.39,70.85
48305.61,79.87
48315.47,54.55
48322.05,75.74
48331.91,65.24
48338.48,72.31
48348.35,69.41
48354.92,78.55
48364.78,72.16
48371.36,85.49
48388.74,67.70
48400.33,77.91
48411.91,62.45
48432.19,71.42
48446.67,59.64
48510.40,62.99
48545.16,65.74
48553.08,65.46
48564.96,92.97
48576.84,51.39
48584.76,80.10
48586.74,69.33
48596.64,70.25
48604.55,72.41
48616.43,64.81
48624.35,75.79
48636.23,64.63
48644.15,65.33
48656.03,66.07
48663.94,85.30
48675.82,64.57
48683.74,81.77
48695.62,54.91
48701.76,60.32
48709.48,45.74
48717.20,65.25
48725.31,50.69
48732.64,75.71
48741.15,62.21
48748.08,68.88
48755.01,58.54
48763.52,66.21
48770.85,55.79
48778.96,64.22
48786.68,50.61
48794.21,67.08
48802.52,65.53
48809.65,64.40
48818.36,54.96
48825.09,61.04
48832.22,47.67
48840.53,68.04
48848.05,60.03
48855.97,70.89
48871.41,79.28
48885.27,57.03
48893.58,39.71
48900.71,62.37
48916.15,47.32
48931.59,57.02
48951.00,29.84
48970.79,34.10
48980.69,35.81
48993.16,64.57
49027.21,54.46
49049.98,44.87
49069.77,40.80
49089.57,56.86
49109.37,37.76
49129.16,46.50
49158.86,21.09
49172.10,62.36
49177.78,65.59
49179.48,81.98
49187.24,56.52
49196.70,72.27
49197.84,22.60
49206.16,81.62
49215.62,23.58
49225.09,65.50
49234.55,55.01
49235.11,83.59
49244.01,68.72
49253.47,73.99
49254.04,82.67
49261.04,68.99
49272.39,78.80
49281.85,70.88
49291.31,75.45
49300.77,73.86
49319.69,67.62
49338.62,53.89
49376.46,64.64
49395.38,63.89
49414.30,79.47
49433.23,36.17
49452.15,83.42
49461.61,89.21
49471.07,81.48
49489.99,66.32
49508.91,73.85
49518.37,84.35
49527.83,68.21
49544.86,85.89
49556.22,90.91
49565.55,75.70
49574.81,39.49
49584.06,81.56
49593.31,73.81
49602.57,74.38
49611.82,81.07
49621.07,82.26
49630.33,80.68
49639.58,70.60
49648.83,82.16
49658.09,72.85
49667.34,70.91
49676.59,75.93
49685.84,95.48
49691.81,88.93
49697.78,96.27
49703.75,71.13
49709.72,83.46
49715.68,80.87
49721.65,85.61
49727.62,80.02
49733.59,87.00
49739.55,80.30
49745.52,82.02
49751.49,71.61
49757.46,83.48
49763.43,77.83
49769.39,85.42
49774.17,76.79
49781.33,84.11
49787.30,69.82
49793.26,82.11
49799.23,67.76
49805.20,66.48
49811.17,66.64
49817.13,76.18
49823.10,70.70
49829.07,66.32
49835.04,67.91
49841.01,75.20
49846.97,75.28
49852.94,63.68
49858.91,66.84
49864.88,27.61
49869.91,80.10
49874.95,63.49
49879.98,58.44
49885.02,62.66
49890.05,53.48
49895.09,62.16
49900.12,60.45
49905.15,69.64
49910.19,57.42
49915.22,81.27
49920.26,58.04
49925.29,78.87
49930.33,60.35
49935.36,82.77
49939.39,71.77
49943.42,76.79
49945.43,23.25
49948.45,23.09
49950.47,22.98
49955.49,74.92
49958.84,80.14
49963.86,22.28
49967.21,79.85
49972.23,60.15
49973.07,64.59
49977.25,64.99
49983.95,65.23
49992.32,74.63
50000.69,67.20
50009.06,70.04
50017.43,58.88
50025.80,18.89
50032.49,68.71
50042.54,17.94
50050.91,58.94
50059.28,63.87
50067.64,70.73
50074.86,73.35
50082.08,54.49
50089.29,56.28
50096.51,52.01
50103.73,67.13
50110.94,55.89
50118.16,56.14
50125.38,51.63
50132.59,60.70
50139.81,58.37
50147.03,68.31
50154.24,38.35
50161.46,48.61
50168.68,42.53
50175.89,49.24
50183.11,51.76
50190.33,59.06
50197.54,40.36
50204.76,39.57
50211.97,40.05
50219.19,46.87
50226.41,42.29
50233.62,44.08
50240.84,38.80
50248.06,48.62
50253.83,45.95
50262.49,52.60
50269.71,43.56
50276.92,45.65
50284.14,27.81
50291.36,45.00
50298.57,41.57
50305.79,54.77
50313.01,45.64
50320.22,44.53
50327.44,27.60
50334.66,41.60
50341.87,44.65
50349.09,40.14
50356.30,35.66
50363.52,37.05
50367.63,33.73
50376.94,49.59
50383.60,36.84
